chr	start	end
7	30429269	30945927
7	30945928	31312470
7	31312471	31892956
7	31892957	32459422
7	32459423	33817901
7	33817902	34697982
7	34697983	35982716
7	35982717	36547889
7	36547890	37127838
7	37127839	37499926
7	37499927	38166719
7	38166720	38965611
7	38965612	40758200
7	40758201	41134926
7	41134927	41976161
7	41976162	42496317
7	42496318	43446761
7	43446762	44752100
7	44752101	45522554
7	45522555	46608089
7	46608090	47336895
7	47336896	47921282
7	47921283	49286002
7	49286003	50364034
7	50364035	51297778
7	51297779	52276667
7	52276668	53305193
7	53305194	55101592
7	55101593	55764744
7	55764745	62561285
7	62561286	67237875
7	67237876	67946524
7	67946525	68697561
7	68697562	70217218
7	70217219	70829782
7	70829783	71874641
7	71874642	73379285
7	73379286	73996508
7	73996509	75243250
7	75243251	76493583
7	76493584	77663180
7	77663181	78092725
7	78092726	78461811
7	78461812	79347341
7	79347342	80335124
7	80335125	80832143
7	80832144	81713692
7	81713693	82373206
7	82373207	83422832
7	83422833	85181508
7	85181509	87573647
7	87573648	88961252
7	88961253	90660684
7	90660685	91183628
7	91183629	92680785
7	92680786	93528326
7	93528327	94058395
7	94058396	95559709
7	95559710	96614137
7	96614138	97448726
7	97448727	98163939
7	98163940	99365083
7	99365084	101197408
7	101197409	102503901
7	102503902	103580800
7	103580801	105112489
7	105112490	105576557
7	105576558	105951720
7	105951721	106457975
7	106457976	107475208
7	107475209	108259710
7	108259711	109646980
7	109646981	110484338
7	110484339	111786836
7	111786837	113337963
7	113337964	114923115
7	114923116	116312986
7	116312987	117714920
7	117714921	120869464
7	120869465	121949318
7	121949319	124155859
7	124155860	126106556
7	126106557	127908981
7	127908982	128789439
7	128789440	130078242
7	130078243	130727562
7	130727563	131269208
7	131269209	131634161
7	131634162	132182674
7	132182675	134306672
7	134306673	135447825
7	135447826	135867830
7	135867831	136988804
7	136988805	137677804
7	137677805	138091651
7	138091652	138457406
7	138457407	139138551
7	139138552	139355090
7	139355091	139964597
7	139964598	140913710
7	140913711	141728492
7	141728493	142835239
7	142835240	143740218
7	143740219	144465912
7	144465913	146018571
7	146018572	146793235
7	146793236	147419683
7	147419684	147926237
7	147926238	148358111
7	148358112	149094701
7	149094702	149726310
7	149726311	150201105
7	150201106	150891641
7	150891642	151123941
7	151123942	151475228
7	151475229	151628772
7	151628773	152411004
7	152411005	152703396
7	152703397	152996674
7	152996675	153500569
7	153500570	153744064
7	153744065	154070452
7	154070453	154411579
7	154411580	154622240
7	154622241	155027664
7	155027665	155225289
7	155225290	155594294
7	155594295	155780359
7	155780360	156064689
7	156064690	156471148
7	156471149	157412024
7	157412025	157691729
7	157691730	158164509
7	158164510	159125560
7	159125561	536870911
8	1	815220
8	815221	1319724
8	1319725	1822267
8	1822268	2015119
8	2015120	2376118
8	2376119	2784418
8	2784419	3035053
8	3035054	3421505
8	3421506	3706150
8	3706151	4045606
8	4045607	4274957
8	4274958	4490277
8	4490278	4891253
8	4891254	5460755
8	5460756	5781559
8	5781560	6144917
8	6144918	6468852
8	6468853	6731398
8	6731399	8069131
8	8069132	8771402
8	8771403	9386210
8	9386211	10485822
8	10485823	11087475
8	11087476	11468586
8	11468587	11942598
8	11942599	12315762
8	12315763	12714348
8	12714349	13106308
8	13106309	13716524
8	13716525	14452537
8	14452538	15274318
8	15274319	15931461
8	15931462	16634424
8	16634425	16988564
8	16988565	17389184
8	17389185	17764358
8	17764359	18429782
8	18429783	18801163
8	18801164	19106346
8	19106347	19809479
8	19809480	20189399
8	20189400	20875901
8	20875902	21404381
8	21404382	21898473
8	21898474	22420996
8	22420997	22818539
8	22818540	23392733
8	23392734	24207438
8	24207439	25072170
8	25072171	25565968
8	25565969	26075444
8	26075445	26899943
8	26899944	27832166
8	27832167	28313280
8	28313281	29254901
8	29254902	29642891
8	29642892	30170861
8	30170862	31135250
8	31135251	32696905
8	32696906	35534138
8	35534139	37181864
8	37181865	37762406
8	37762407	38777146
8	38777147	40053939
8	40053940	40703367
8	40703368	41630702
8	41630703	47875389
8	47875390	52524351
8	52524352	53299639
8	53299640	54393891
8	54393892	55511259
8	55511260	56800997
8	56800998	58197150
8	58197151	59047312
8	59047313	59730059
8	59730060	60471826
8	60471827	62003453
8	62003454	62901250
8	62901251	65434288
8	65434289	66961116
8	66961117	68679248
8	68679249	69384598
8	69384599	70006121
8	70006122	70480934
8	70480935	70941006
8	70941007	72242022
8	72242023	72702271
8	72702272	73242883
8	73242884	73817403
8	73817404	74487451
8	74487452	75838737
8	75838738	77697692
8	77697693	79752125
8	79752126	81090148
8	81090149	82016119
8	82016120	83430763
8	83430764	85150978
8	85150979	87978544
8	87978545	90024331
8	90024332	92354921
8	92354922	93555181
8	93555182	94909097
8	94909098	95812058
8	95812059	96534326
8	96534327	97002215
8	97002216	97735490
8	97735491	98871690
8	98871691	99256863
8	99256864	101452935
8	101452936	101858714
8	101858715	102147991
8	102147992	102594609
8	102594610	103515898
8	103515899	103973119
8	103973120	105777161
8	105777162	106722751
8	106722752	108393081
8	108393082	109923344
8	109923345	112550560
8	112550561	116095815
8	116095816	117300251
8	117300252	118181090
8	118181091	119091481
8	119091482	119775587
8	119775588	121555764
8	121555765	122329172
8	122329173	123047409
8	123047410	123779828
8	123779829	124069629
8	124069630	124696222
8	124696223	125039988
8	125039989	125764361
8	125764362	126445544
8	126445545	126863780
8	126863781	127484589
8	127484590	127898374
8	127898375	128467934
8	128467935	128708570
8	128708571	129141856
8	129141857	129805680
8	129805681	130705625
8	130705626	131651727
8	131651728	132534844
8	132534845	133351120
8	133351121	133983048
8	133983049	134465528
8	134465529	134785876
8	134785877	135407843
8	135407844	136034588
8	136034589	136957864
8	136957865	138223933
8	138223934	138931602
8	138931603	139255690
8	139255691	139738868
8	139738869	140093896
8	140093897	140452253
8	140452254	140864967
8	140864968	141483567
8	141483568	142192648
8	142192649	142677886
8	142677887	143139552
8	143139553	143675552
8	143675553	144478004
8	144478005	144976720
8	144976721	536870911
9	1	518103
9	518104	1009139
9	1009140	1197944
9	1197945	1461225
9	1461226	1915483
9	1915484	2117133
9	2117134	2235037
9	2235038	2695208
9	2695209	3183595
9	3183596	3763389
9	3763390	4034589
9	4034590	4380096
9	4380097	4643573
9	4643574	5273896
9	5273897	5876558
9	5876559	6858130
9	6858131	7375169
9	7375170	7787542
9	7787543	8236122
9	8236123	8584312
9	8584313	8919673
9	8919674	9196168
9	9196169	9906906
9	9906907	10438175
9	10438176	10879518
9	10879519	12276668
9	12276669	12924111
9	12924112	13379967
9	13379968	13799299
9	13799300	14248934
9	14248935	14374275
9	14374276	14805695
9	14805696	15205428
9	15205429	16129881
9	16129882	16364100
9	16364101	16987832
9	16987833	17985592
9	17985593	18662292
9	18662293	19169179
9	19169180	19788166
9	19788167	20324848
9	20324849	21417870
9	21417871	22138762
9	22138763	22991667
9	22991668	23546905
9	23546906	24155142
9	24155143	25003295
9	25003296	25631130
9	25631131	25952743
9	25952744	26809022
9	26809023	27369508
9	27369509	27722540
9	27722541	28252086
9	28252087	28880008
9	28880009	30551595
9	30551596	31872905
9	31872906	32738005
9	32738006	33573377
9	33573378	35905761
9	35905762	36741027
9	36741028	37411834
9	37411835	38251684
9	38251685	38567913
9	38567914	69137489
9	69137490	71364351
9	71364352	72512292
9	72512293	73916953
9	73916954	74602736
9	74602737	76203615
9	76203616	77327939
9	77327940	78062857
9	78062858	78502734
9	78502735	78785275
9	78785276	79156992
9	79156993	79545758
9	79545759	80222124
9	80222125	81154665
9	81154666	81721086
9	81721087	82352046
9	82352047	83285498
9	83285499	84211820
9	84211821	84461318
9	84461319	85751659
9	85751660	86183646
9	86183647	87103006
9	87103007	87813561
9	87813562	88721252
9	88721253	89372582
9	89372583	90019633
9	90019634	90363086
9	90363087	91204990
9	91204991	91931818
9	91931819	92685957
9	92685958	93323391
9	93323392	93937806
9	93937807	95578491
9	95578492	96672124
9	96672125	98316331
9	98316332	99064415
9	99064416	100922202
9	100922203	101590318
9	101590319	103140220
9	103140221	104225119
9	104225120	105041263
9	105041264	106489931
9	106489932	107582780
9	107582781	107932428
9	107932429	109154203
9	109154204	109972066
9	109972067	110275986
9	110275987	110637457
9	110637458	111140133
9	111140134	111984614
9	111984615	112604714
9	112604715	113111218
9	113111219	113837222
9	113837223	114917202
9	114917203	115786639
9	115786640	116399824
9	116399825	116736791
9	116736792	117036760
9	117036761	117700710
9	117700711	118747590
9	118747591	119136171
9	119136172	119949832
9	119949833	121009165
9	121009166	121778789
9	121778790	122259593
9	122259594	122676538
9	122676539	124072127
9	124072128	124883035
9	124883036	125333325
9	125333326	126181588
9	126181589	127184629
9	127184630	128843485
9	128843486	129459985
9	129459986	130633010
9	130633011	131553355
9	131553356	132144931
9	132144932	132360176
9	132360177	132944545
9	132944546	133399438
9	133399439	133823473
9	133823474	134168810
9	134168811	134721070
9	134721071	135300917
9	135300918	135866693
9	135866694	136368685
9	136368686	136683756
9	136683757	136993590
9	136993591	137337357
9	137337358	137513958
9	137513959	137747865
9	137747866	138002918
9	138002919	138171361
9	138171362	138381515
9	138381516	138616058
9	138616059	138994591
9	138994592	139515553
9	139515554	140437392
9	140437393	536870911
10	1	1330203
10	1330204	1696510
10	1696511	2104472
10	2104473	2638533
10	2638534	3065401
10	3065402	3229736
10	3229737	3522302
10	3522303	3871807
10	3871808	4301143
10	4301144	4638819
10	4638820	5359140
10	5359141	5650046
10	5650047	6183805
10	6183806	6271291
10	6271292	6620111
10	6620112	6981875
10	6981876	7428268
10	7428269	7654045
10	7654046	8154231
10	8154232	8509762
10	8509763	9038134
10	9038135	10089509
10	10089510	10542217
10	10542218	10995631
10	10995632	11348623
10	11348624	11874754
10	11874755	12436580
10	12436581	12798954
10	12798955	13089860
10	13089861	13407091
10	13407092	13826666
10	13826667	14135803
10	14135804	14642248
10	14642249	15027214
10	15027215	15537108
10	15537109	16066863
10	16066864	16716024
10	16716025	17167141
10	17167142	17813494
10	17813495	18675148
10	18675149	19571941
10	19571942	20504157
10	20504158	21313556
10	21313557	22280664
10	22280665	23656471
10	23656472	24600071
10	24600072	24844308
10	24844309	25824705
10	25824706	26632885
10	26632886	26889823
10	26889824	28534186
10	28534187	29113697
10	29113698	29449253
10	29449254	30000738
10	30000739	30286263
10	30286264	30829425
10	30829426	31480704
10	31480705	33451360
10	33451361	34018693
10	34018694	34399685
10	34399686	36175240
10	36175241	37055827
10	37055828	44114107
10	44114108	45467204
10	45467205	47416908
10	47416909	48369749
10	48369750	49798652
10	49798653	50452008
10	50452009	51785598
10	51785599	53134556
10	53134557	53620668
10	53620669	54333575
10	54333576	54695965
10	54695966	55334166
10	55334167	56324127
10	56324128	57073531
10	57073532	59158985
10	59158986	60376819
10	60376820	61236922
10	61236923	61893077
10	61893078	63124768
10	63124769	64303915
10	64303916	65823446
10	65823447	67114568
10	67114569	68258924
10	68258925	69361992
10	69361993	70989901
10	70989902	71372969
10	71372970	71623444
10	71623445	72113697
10	72113698	72671684
10	72671685	73055965
10	73055966	73344556
10	73344557	75399207
10	75399208	77405410
10	77405411	78165245
10	78165246	79176594
10	79176595	79742617
10	79742618	80462144
10	80462145	80875213
10	80875214	81145642
10	81145643	82378238
10	82378239	82707419
10	82707420	83600968
10	83600969	84477570
10	84477571	85657060
10	85657061	86934217
10	86934218	87848038
10	87848039	88983638
10	88983639	89895039
10	89895040	90787238
10	90787239	91625543
10	91625544	92106307
10	92106308	92976135
10	92976136	94501903
10	94501904	95362050
10	95362051	96854541
10	96854542	98004262
10	98004263	98899155
10	98899156	99651450
10	99651451	100321177
10	100321178	102053992
10	102053993	102625337
10	102625338	104211058
10	104211059	106141457
10	106141458	107887703
10	107887704	108726430
10	108726431	109606740
10	109606741	111337260
10	111337261	112560341
10	112560342	113690643
10	113690644	114248114
10	114248115	114823426
10	114823427	115327818
10	115327819	115855381
10	115855382	116360503
10	116360504	117856145
10	117856146	118520457
10	118520458	119173582
10	119173583	119522261
10	119522262	119699047
10	119699048	120589861
10	120589862	121105684
10	121105685	121886279
10	121886280	122405421
10	122405422	123002621
10	123002622	123257402
10	123257403	123897062
10	123897063	124403107
10	124403108	125176824
10	125176825	125536691
10	125536692	125679970
10	125679971	126144179
10	126144180	126755203
10	126755204	127288344
10	127288345	127890323
10	127890324	128192049
10	128192050	128449111
10	128449112	129132502
10	129132503	129404610
10	129404611	129782299
10	129782300	130308932
10	130308933	130527944
10	130527945	130723132
10	130723133	131035301
10	131035302	131513834
10	131513835	131740230
10	131740231	132251072
10	132251073	132599456
10	132599457	132967313
10	132967314	133325533
10	133325534	133838776
10	133838777	134335299
10	134335300	135052098
10	135052099	536870911
11	1	413012
11	413013	1390211
11	1390212	1958996
11	1958997	2306026
11	2306027	2583141
11	2583142	2920666
11	2920667	3407529
11	3407530	3820785
11	3820786	4684165
11	4684166	5248770
11	5248771	5629176
11	5629177	6280248
11	6280249	6475327
11	6475328	7206403
11	7206404	7562087
11	7562088	8032131
11	8032132	8343874
11	8343875	9672214
11	9672215	10757859
11	10757860	11241056
11	11241057	11559406
11	11559407	12074651
11	12074652	12284515
11	12284516	12564728
11	12564729	13228643
11	13228644	14255818
11	14255819	15742397
11	15742398	17001187
11	17001188	17760904
11	17760905	18705922
11	18705923	19251826
11	19251827	19599403
11	19599404	19962432
11	19962433	20121760
11	20121761	20684672
11	20684673	21018731
11	21018732	21359470
11	21359471	21772385
11	21772386	22688053
11	22688054	23671985
11	23671986	24527958
11	24527959	24843020
11	24843021	25819061
11	25819062	26774030
11	26774031	28742220
11	28742221	30686020
11	30686021	32080615
11	32080616	33384046
11	33384047	33956132
11	33956133	34311993
11	34311994	34666262
11	34666263	35442608
11	35442609	35874466
11	35874467	36182247
11	36182248	36897403
11	36897404	37841511
11	37841512	40092793
11	40092794	40721272
11	40721273	42309384
11	42309385	43879540
11	43879541	44372916
11	44372917	44785286
11	44785287	45071321
11	45071322	46274143
11	46274144	57811541
11	57811542	59852596
11	59852597	60539170
11	60539171	61623793
11	61623794	62308852
11	62308853	63581997
11	63581998	65135413
11	65135414	67528246
11	67528247	68903465
11	68903466	69543083
11	69543084	69974480
11	69974481	70614270
11	70614271	71294826
11	71294827	72938767
11	72938768	74264335
11	74264336	75287341
11	75287342	76420924
11	76420925	77234011
11	77234012	78573179
11	78573180	78933069
11	78933070	79374592
11	79374593	80127840
11	80127841	80798942
11	80798943	82051217
11	82051218	83576460
11	83576461	84992639
11	84992640	86718978
11	86718979	87669065
11	87669066	89065017
11	89065018	91250362
11	91250363	92316443
11	92316444	93575678
11	93575679	94769013
11	94769014	95269617
11	95269618	95724658
11	95724659	96227949
11	96227950	97105850
11	97105851	98703733
11	98703734	99426548
11	99426549	100414181
11	100414182	101204486
11	101204487	102633694
11	102633695	103540781
11	103540782	104874041
11	104874042	106522303
11	106522304	107842589
11	107842590	109139443
11	109139444	110218570
11	110218571	111176558
11	111176559	112459111
11	112459112	113142322
11	113142323	113960484
11	113960485	114188930
11	114188931	115170257
11	115170258	115902829
11	115902830	116277647
11	116277648	116462585
11	116462586	117360293
11	117360294	117747110
11	117747111	118312116
11	118312117	119383853
11	119383854	120072179
11	120072180	120533008
11	120533009	120834480
11	120834481	121661507
11	121661508	122198706
11	122198707	122679481
11	122679482	123151785
11	123151786	123497876
11	123497877	124404318
11	124404319	124719898
11	124719899	125275758
11	125275759	126316103
11	126316104	126601675
11	126601676	127315468
11	127315469	128045869
11	128045870	128580047
11	128580048	128764180
11	128764181	129453148
11	129453149	129905010
11	129905011	130502155
11	130502156	130895530
11	130895531	131218040
11	131218041	131430127
11	131430128	131872637
11	131872638	132585016
11	132585017	132910603
11	132910604	133090470
11	133090471	133523942
11	133523943	133934413
11	133934414	134399760
11	134399761	134769426
11	134769427	536870911
12	1	523151
12	523152	785468
12	785469	1631037
12	1631038	1777272
12	1777273	2271575
12	2271576	2609392
12	2609393	3129320
12	3129321	3392949
12	3392950	3714374
12	3714375	4068186
12	4068187	4156627
12	4156628	4554413
12	4554414	5060570
12	5060571	5439355
12	5439356	5900632
12	5900633	6302009
12	6302010	6520970
12	6520971	7062391
12	7062392	7847308
12	7847309	8138155
12	8138156	8648526
12	8648527	9029872
12	9029873	10176219
12	10176220	10829003
12	10829004	11752006
12	11752007	12003213
12	12003214	12237139
12	12237140	12732360
12	12732361	13050484
12	13050485	13466980
12	13466981	14264114
12	14264115	15113976
12	15113977	16136782
12	16136783	16739587
12	16739588	17614025
12	17614026	19087150
12	19087151	20076358
12	20076359	20526181
12	20526182	21314196
12	21314197	22245928
12	22245929	22960217
12	22960218	23665503
12	23665504	24235219
12	24235220	24546337
12	24546338	25164769
12	25164770	25709602
12	25709603	26532629
12	26532630	27531435
12	27531436	28227410
12	28227411	29367933
12	29367934	30102985
12	30102986	30980198
12	30980199	31797673
12	31797674	32367091
12	32367092	33960803
12	33960804	41017908
12	41017909	42870444
12	42870445	43984386
12	43984387	45386398
12	45386399	46604557
12	46604558	47716012
12	47716013	48285648
12	48285649	50165690
12	50165691	51581565
12	51581566	52264525
12	52264526	52645754
12	52645755	53210937
12	53210938	54238930
12	54238931	54775632
12	54775633	55336327
12	55336328	56351937
12	56351938	57622821
12	57622822	58974650
12	58974651	60475057
12	60475058	62383827
12	62383828	63257598
12	63257599	64399560
12	64399561	65383970
12	65383971	66304752
12	66304753	66889944
12	66889945	67442148
12	67442149	68173779
12	68173780	68791017
12	68791018	69354845
12	69354846	70017401
12	70017402	71015537
12	71015538	71839617
12	71839618	72703314
12	72703315	75193041
12	75193042	76116221
12	76116222	76520838
12	76520839	77449514
12	77449515	78401485
12	78401486	79055383
12	79055384	80136794
12	80136795	81029906
12	81029907	82587848
12	82587849	83413269
12	83413270	85165160
12	85165161	87806829
12	87806830	89442267
12	89442268	90569853
12	90569854	92064837
12	92064838	92680954
12	92680955	93456491
12	93456492	93924509
12	93924510	94281246
12	94281247	94665258
12	94665259	95113413
12	95113414	95930681
12	95930682	96439020
12	96439021	96800118
12	96800119	97791546
12	97791547	98580281
12	98580282	99474536
12	99474537	100779496
12	100779497	101613488
12	101613489	102094940
12	102094941	103179384
12	103179385	104099230
12	104099231	104847314
12	104847315	105137510
12	105137511	106223315
12	106223316	106660890
12	106660891	108168585
12	108168586	108851561
12	108851562	109769681
12	109769682	111738364
12	111738365	113524987
12	113524988	114047575
12	114047576	114816363
12	114816364	115122875
12	115122876	115450682
12	115450683	115838544
12	115838545	116325118
12	116325119	117007376
12	117007377	117557799
12	117557800	118011284
12	118011285	118309732
12	118309733	118896002
12	118896003	119525904
12	119525905	119857661
12	119857662	121039980
12	121039981	122153496
12	122153497	123927513
12	123927514	124844581
12	124844582	125170516
12	125170517	125456535
12	125456536	125890896
12	125890897	126355028
12	126355029	126593115
12	126593116	127172499
12	127172500	127554728
12	127554729	127872126
12	127872127	128074016
12	128074017	128409586
12	128409587	128652033
12	128652034	128849659
12	128849660	129032694
12	129032695	129171159
12	129171160	129429026
12	129429027	129657564
12	129657565	129935733
12	129935734	130162135
12	130162136	130495164
12	130495165	130667391
12	130667392	130961326
12	130961327	131226051
12	131226052	131657311
12	131657312	132014206
12	132014207	133008572
12	133008573	536870911
13	1	19967698
13	19967699	20801273
13	20801274	21121357
13	21121358	21871882
13	21871883	22375647
13	22375648	22567741
13	22567742	22733031
13	22733032	23006796
13	23006797	23507535
13	23507536	23763822
13	23763823	24479173
13	24479174	24731243
13	24731244	24878466
13	24878467	25639332
13	25639333	25975155
13	25975156	26593106
13	26593107	27283566
13	27283567	27544634
13	27544635	28113019
13	28113020	28564051
13	28564052	28960668
13	28960669	29513408
13	29513409	30015650
13	30015651	30624499
13	30624500	31057682
13	31057683	31395632
13	31395633	31698294
13	31698295	32308259
13	32308260	32986219
13	32986220	33777078
13	33777079	34382302
13	34382303	35134562
13	35134563	36277133
13	36277134	36581020
13	36581021	37329353
13	37329354	38044508
13	38044509	38878778
13	38878779	39831614
13	39831615	40464025
13	40464026	40885120
13	40885121	41416221
13	41416222	42640069
13	42640070	43496844
13	43496845	43928135
13	43928136	44860167
13	44860168	45475976
13	45475977	46367093
13	46367094	46862326
13	46862327	47429228
13	47429229	48197479
13	48197480	49536705
13	49536706	51339753
13	51339754	51864864
13	51864865	53537788
13	53537789	55154018
13	55154019	58826854
13	58826855	59999449
13	59999450	60963741
13	60963742	62128675
13	62128676	64008018
13	64008019	65928096
13	65928097	67511430
13	67511431	69004278
13	69004279	70865024
13	70865025	71375706
13	71375707	72329543
13	72329544	72959394
13	72959395	73596658
13	73596659	74308533
13	74308534	74672788
13	74672789	75198617
13	75198618	75877252
13	75877253	76807983
13	76807984	77914926
13	77914927	79140843
13	79140844	79806377
13	79806378	81008529
13	81008530	82581442
13	82581443	84624752
13	84624753	86321366
13	86321367	88362635
13	88362636	90701992
13	90701993	91452645
13	91452646	92379840
13	92379841	93357799
13	93357800	94735152
13	94735153	95151762
13	95151763	95780019
13	95780020	96132624
13	96132625	98312130
13	98312131	98748559
13	98748560	99025732
13	99025733	99397210
13	99397211	100523345
13	100523346	101395935
13	101395936	101758117
13	101758118	102385637
13	102385638	103339911
13	103339912	103830408
13	103830409	104280179
13	104280180	104843344
13	104843345	105344723
13	105344724	105639771
13	105639772	106065361
13	106065362	106442608
13	106442609	106737457
13	106737458	107119360
13	107119361	107493947
13	107493948	107888304
13	107888305	108265515
13	108265516	108708859
13	108708860	109120229
13	109120230	109504132
13	109504133	110142194
13	110142195	110535092
13	110535093	110883197
13	110883198	111084192
13	111084193	111435517
13	111435518	112079100
13	112079101	112666773
13	112666774	113086038
13	113086039	113570178
13	113570179	113999419
13	113999420	536870911
14	1	20347564
14	20347565	20711811
14	20711812	20959767
14	20959768	21115773
14	21115774	21283583
14	21283584	21513536
14	21513537	21675712
14	21675713	22221077
14	22221078	22592569
14	22592570	22978577
14	22978578	23257316
14	23257317	23607866
14	23607867	24052176
14	24052177	24401749
14	24401750	24904602
14	24904603	25623218
14	25623219	26335220
14	26335221	26687172
14	26687173	27532293
14	27532294	28953087
14	28953088	29914765
14	29914766	30548006
14	30548007	31242929
14	31242930	32415213
14	32415214	32969932
14	32969933	33371543
14	33371544	33616475
14	33616476	33930210
14	33930211	34165306
14	34165307	34386335
14	34386336	34690056
14	34690057	35154381
14	35154382	36526833
14	36526834	37279425
14	37279426	38558925
14	38558926	39979453
14	39979454	41927407
14	41927408	43274024
14	43274025	44686237
14	44686238	46746780
14	46746781	48433265
14	48433266	49955015
14	49955016	51263445
14	51263446	51769865
14	51769866	52334089
14	52334090	53071715
14	53071716	54289367
14	54289368	55046213
14	55046214	55235605
14	55235606	56508491
14	56508492	57128138
14	57128139	57602528
14	57602529	58448681
14	58448682	59448252
14	59448253	61801340
14	61801341	62221983
14	62221984	63168547
14	63168548	64226540
14	64226541	65653626
14	65653627	67924865
14	67924866	69052424
14	69052425	69792238
14	69792239	70642831
14	70642832	71340199
14	71340200	72488091
14	72488092	73178274
14	73178275	74688962
14	74688963	75747118
14	75747119	76030642
14	76030643	76870600
14	76870601	77329965
14	77329966	77842048
14	77842049	79028468
14	79028469	80011222
14	80011223	81000534
14	81000535	82458472
14	82458473	83261763
14	83261764	84273612
14	84273613	85747008
14	85747009	86645107
14	86645108	87634079
14	87634080	88727363
14	88727364	89605601
14	89605602	89954313
14	89954314	90329332
14	90329333	90937740
14	90937741	91617294
14	91617295	92337153
14	92337154	92924087
14	92924088	93376704
14	93376705	94285318
14	94285319	94854877
14	94854878	95172251
14	95172252	95350355
14	95350356	95775012
14	95775013	95948036
14	95948037	96402871
14	96402872	96675022
14	96675023	97460616
14	97460617	97962078
14	97962079	98264918
14	98264919	98989975
14	98989976	99481069
14	99481070	99729963
14	99729964	100100164
14	100100165	100787564
14	100787565	101332814
14	101332815	101592359
14	101592360	101878588
14	101878589	102341650
14	102341651	103683258
14	103683259	104702853
14	104702854	105090555
14	105090556	105955668
14	105955669	106397775
14	106397776	106574941
14	106574942	106726687
14	106726688	536870911
15	1	20527832
15	20527833	20889191
15	20889192	21005843
15	21005844	21937419
15	21937420	22487981
15	22487982	22882240
15	22882241	23176257
15	23176258	23785668
15	23785669	24043143
15	24043144	25034608
15	25034609	25415759
15	25415760	25915802
15	25915803	26186280
15	26186281	26422545
15	26422546	26725563
15	26725564	27220713
15	27220714	27492071
15	27492072	27928794
15	27928795	28973034
15	28973035	29449729
15	29449730	29892225
15	29892226	30583529
15	30583530	31751664
15	31751665	32621658
15	32621659	33131239
15	33131240	33526714
15	33526715	33794552
15	33794553	34018372
15	34018373	34638198
15	34638199	35082225
15	35082226	35944396
15	35944397	36425765
15	36425766	36804403
15	36804404	37344614
15	37344615	37968571
15	37968572	38814377
15	38814378	39158933
15	39158934	39529717
15	39529718	40384132
15	40384133	41208890
15	41208891	42729508
15	42729509	45419385
15	45419386	46618157
15	46618158	47486525
15	47486526	48209718
15	48209719	49247660
15	49247661	50712406
15	50712407	53015492
15	53015493	53699602
15	53699603	54339737
15	54339738	55823602
15	55823603	56785094
15	56785095	57833528
15	57833529	58439159
15	58439160	58746511
15	58746512	59607007
15	59607008	60128747
15	60128748	60842184
15	60842185	61183702
15	61183703	61433272
15	61433273	62099448
15	62099449	62911117
15	62911118	63302486
15	63302487	65094075
15	65094076	66359710
15	66359711	66976250
15	66976251	67389412
15	67389413	68697188
15	68697189	69017421
15	69017422	69934573
15	69934574	70315527
15	70315528	70504377
15	70504378	71499260
15	71499261	71922473
15	71922474	73722705
15	73722706	75473227
15	75473228	78134997
15	78134998	79106220
15	79106221	79365288
15	79365289	79995917
15	79995918	80724273
15	80724274	81184523
15	81184524	81666846
15	81666847	82386211
15	82386212	85517052
15	85517053	86653701
15	86653702	87437899
15	87437900	88033636
15	88033637	88826349
15	88826350	89274382
15	89274383	89580299
15	89580300	90066806
15	90066807	90578177
15	90578178	91386009
15	91386010	91745278
15	91745279	92092079
15	92092080	92575841
15	92575842	92935629
15	92935630	93295084
15	93295085	93654673
15	93654674	93801129
15	93801130	93909052
15	93909053	94215925
15	94215926	94623816
15	94623817	94854671
15	94854672	95204119
15	95204120	95662895
15	95662896	95997063
15	95997064	96473395
15	96473396	96731890
15	96731891	97079333
15	97079334	97517120
15	97517121	97794236
15	97794237	98152358
15	98152359	98499714
15	98499715	98830849
15	98830850	99105872
15	99105873	99608193
15	99608194	100078878
15	100078879	100633921
15	100633922	100872508
15	100872509	101411493
15	101411494	101691107
15	101691108	101944959
15	101944960	102147805
15	102147806	536870911
16	1	792190
16	792191	1040849
16	1040850	1243557
16	1243558	1997614
16	1997615	2394258
16	2394259	2889404
16	2889405	3498951
16	3498952	4106786
16	4106787	4814037
16	4814038	5197395
16	5197396	5536247
16	5536248	5930458
16	5930459	6087895
16	6087896	6360774
16	6360775	6652321
16	6652322	7045276
16	7045277	7476725
16	7476726	7704032
16	7704033	8052844
16	8052845	8360838
16	8360839	8749664
16	8749665	9229777
16	9229778	9753536
16	9753537	10347626
16	10347627	10655867
16	10655868	10934763
16	10934764	11544744
16	11544745	12062396
16	12062397	12719053
16	12719054	13120841
16	13120842	13763411
16	13763412	14377712
16	14377713	15886243
16	15886244	16204979
16	16204980	16956859
16	16956860	17408247
16	17408248	17841757
16	17841758	18978377
16	18978378	19243449
16	19243450	20055884
16	20055885	20420807
16	20420808	22447128
16	22447129	22795449
16	22795450	23369090
16	23369091	24018863
16	24018864	24365566
16	24365567	24714481
16	24714482	25617356
16	25617357	25909571
16	25909572	26150433
16	26150434	26807740
16	26807741	27038590
16	27038591	27374400
16	27374401	28019195
16	28019196	29036915
16	29036916	31157884
16	31157885	48484915
16	48484916	49494881
16	49494882	49989103
16	49989104	50886003
16	50886004	51320672
16	51320673	51907109
16	51907110	52648842
16	52648843	53375964
16	53375965	53927323
16	53927324	54231250
16	54231251	54398261
16	54398262	54741627
16	54741628	55189756
